baseload,buy,sell,ppa
66.26217694063928,{'dayahead': 64.35385699610687},{'dayahead': 69.38590004467054},"{'SolarPower': 33.98665342796175, 'WindPower': 61.793576782376014, 'HydroPower': 66.26217694063925}"
