,price,solar,wind
2016-01-01 00:00:00+00:00,40.0,0.0,1869.0
2016-01-01 01:00:00+00:00,33.1,0.0,2131.0
2016-01-01 02:00:00+00:00,28.11,0.0,2227.0
2016-01-01 03:00:00+00:00,27.13,0.0,2172.0
2016-01-01 04:00:00+00:00,25.91,0.0,2533.0
2016-01-01 05:00:00+00:00,25.1,0.0,2668.0
2016-01-01 06:00:00+00:00,19.25,0.0,2904.0
2016-01-01 07:00:00+00:00,17.73,0.0,3203.0
2016-01-01 08:00:00+00:00,19.77,12.0,3241.0
2016-01-01 09:00:00+00:00,23.75,42.0,3494.0
2016-01-01 10:00:00+00:00,26.03,73.0,3712.0
2016-01-01 11:00:00+00:00,27.06,87.0,3916.0
2016-01-01 12:00:00+00:00,26.59,59.0,4058.0
2016-01-01 13:00:00+00:00,25.0,73.0,4076.0
2016-01-01 14:00:00+00:00,20.06,59.0,4009.0
2016-01-01 15:00:00+00:00,19.43,29.0,3868.0
2016-01-01 16:00:00+00:00,24.57,10.0,3786.0
2016-01-01 17:00:00+00:00,33.11,0.0,3685.0
2016-01-01 18:00:00+00:00,35.34,0.0,3191.0
2016-01-01 19:00:00+00:00,33.07,0.0,2901.0
2016-01-01 20:00:00+00:00,29.52,0.0,2954.0
2016-01-01 21:00:00+00:00,30.1,0.0,2892.0
2016-01-01 22:00:00+00:00,24.57,0.0,2680.0
2016-01-01 23:00:00+00:00,22.2,0.0,2430.0
2016-01-02 00:00:00+00:00,16.57,0.0,2217.0
2016-01-02 01:00:00+00:00,15.35,0.0,2338.0
2016-01-02 02:00:00+00:00,12.77,0.0,2560.0
2016-01-02 03:00:00+00:00,11.27,0.0,2566.0
2016-01-02 04:00:00+00:00,11.91,0.0,2461.0
2016-01-02 05:00:00+00:00,12.62,0.0,2355.0
2016-01-02 06:00:00+00:00,14.17,0.0,1992.0
2016-01-02 07:00:00+00:00,26.77,0.0,1366.0
2016-01-02 08:00:00+00:00,26.81,25.0,1171.0
2016-01-02 09:00:00+00:00,35.4,106.0,800.0
2016-01-02 10:00:00+00:00,36.1,141.0,518.0
2016-01-02 11:00:00+00:00,30.34,191.0,374.0
2016-01-02 12:00:00+00:00,31.26,166.0,342.0
2016-01-02 13:00:00+00:00,36.2,129.0,428.0
2016-01-02 14:00:00+00:00,36.2,78.0,526.0
2016-01-02 15:00:00+00:00,36.2,32.0,533.0
2016-01-02 16:00:00+00:00,39.99,11.0,588.0
2016-01-02 17:00:00+00:00,45.5,0.0,766.0
2016-01-02 18:00:00+00:00,55.1,0.0,839.0
2016-01-02 19:00:00+00:00,59.0,0.0,983.0
2016-01-02 20:00:00+00:00,59.56,0.0,1133.0
2016-01-02 21:00:00+00:00,51.1,0.0,1403.0
2016-01-02 22:00:00+00:00,40.66,0.0,1797.0
2016-01-02 23:00:00+00:00,30.25,0.0,2122.0
2016-01-03 00:00:00+00:00,20.1,0.0,2386.0
2016-01-03 01:00:00+00:00,21.1,0.0,2593.0
2016-01-03 02:00:00+00:00,22.0,0.0,2675.0
2016-01-03 03:00:00+00:00,22.0,0.0,2726.0
2016-01-03 04:00:00+00:00,18.2,0.0,2888.0
2016-01-03 05:00:00+00:00,18.2,0.0,3008.0
2016-01-03 06:00:00+00:00,21.1,0.0,3095.0
2016-01-03 07:00:00+00:00,21.1,0.0,3249.0
2016-01-03 08:00:00+00:00,21.8,13.0,3277.0
2016-01-03 09:00:00+00:00,21.1,53.0,3267.0
2016-01-03 10:00:00+00:00,22.11,73.0,3336.0
2016-01-03 11:00:00+00:00,22.68,60.0,3394.0
2016-01-03 12:00:00+00:00,22.0,43.0,3505.0
2016-01-03 13:00:00+00:00,19.89,32.0,3731.0
2016-01-03 14:00:00+00:00,20.1,34.0,3888.0
2016-01-03 15:00:00+00:00,20.1,23.0,3914.0
2016-01-03 16:00:00+00:00,21.8,6.0,3979.0
2016-01-03 17:00:00+00:00,26.76,0.0,3957.0
2016-01-03 18:00:00+00:00,27.23,0.0,3997.0
2016-01-03 19:00:00+00:00,25.33,0.0,3944.0
2016-01-03 20:00:00+00:00,23.65,0.0,3981.0
2016-01-03 21:00:00+00:00,22.57,0.0,3975.0
2016-01-03 22:00:00+00:00,21.01,0.0,3895.0
2016-01-03 23:00:00+00:00,13.78,0.0,3739.0
2016-01-04 00:00:00+00:00,11.0,0.0,3660.0
2016-01-04 01:00:00+00:00,11.0,0.0,3530.0
2016-01-04 02:00:00+00:00,11.7,0.0,3443.0
2016-01-04 03:00:00+00:00,11.7,0.0,3410.0
2016-01-04 04:00:00+00:00,11.0,0.0,3487.0
2016-01-04 05:00:00+00:00,19.11,0.0,3455.0
2016-01-04 06:00:00+00:00,31.44,0.0,3538.0
2016-01-04 07:00:00+00:00,38.0,0.0,3660.0
2016-01-04 08:00:00+00:00,40.66,5.0,3775.0
2016-01-04 09:00:00+00:00,43.0,17.0,3638.0
2016-01-04 10:00:00+00:00,42.08,28.0,3416.0
2016-01-04 11:00:00+00:00,41.23,50.0,3340.0
2016-01-04 12:00:00+00:00,41.48,48.0,3458.0
2016-01-04 13:00:00+00:00,40.33,48.0,3149.0
2016-01-04 14:00:00+00:00,38.8,38.0,2906.0
2016-01-04 15:00:00+00:00,38.0,25.0,2647.0
2016-01-04 16:00:00+00:00,41.21,6.0,2742.0
2016-01-04 17:00:00+00:00,42.95,0.0,2959.0
2016-01-04 18:00:00+00:00,41.96,0.0,3088.0
2016-01-04 19:00:00+00:00,40.81,0.0,3021.0
2016-01-04 20:00:00+00:00,40.66,0.0,3147.0
2016-01-04 21:00:00+00:00,37.67,0.0,3244.0
2016-01-04 22:00:00+00:00,23.9,0.0,3414.0
2016-01-04 23:00:00+00:00,24.28,0.0,3582.0
2016-01-05 00:00:00+00:00,22.0,0.0,3653.0
2016-01-05 01:00:00+00:00,13.0,0.0,3691.0
2016-01-05 02:00:00+00:00,12.9,0.0,3783.0
2016-01-05 03:00:00+00:00,12.9,0.0,3891.0
2016-01-05 04:00:00+00:00,17.69,0.0,3832.0
2016-01-05 05:00:00+00:00,23.89,0.0,3794.0
2016-01-05 06:00:00+00:00,32.49,0.0,3573.0
2016-01-05 07:00:00+00:00,41.45,0.0,3316.0
2016-01-05 08:00:00+00:00,40.72,36.0,2868.0
2016-01-05 09:00:00+00:00,40.66,117.0,2446.0
2016-01-05 10:00:00+00:00,40.33,160.0,2216.0
2016-01-05 11:00:00+00:00,38.25,124.0,2271.0
2016-01-05 12:00:00+00:00,36.98,138.0,2257.0
2016-01-05 13:00:00+00:00,34.91,143.0,2600.0
2016-01-05 14:00:00+00:00,33.33,140.0,2756.0
2016-01-05 15:00:00+00:00,35.1,120.0,2881.0
2016-01-05 16:00:00+00:00,38.0,54.0,2758.0
2016-01-05 17:00:00+00:00,42.94,2.0,2621.0
2016-01-05 18:00:00+00:00,42.92,0.0,2624.0
2016-01-05 19:00:00+00:00,38.35,0.0,2591.0
2016-01-05 20:00:00+00:00,34.42,0.0,2526.0
2016-01-05 21:00:00+00:00,32.99,0.0,2438.0
2016-01-05 22:00:00+00:00,32.0,0.0,2461.0
2016-01-05 23:00:00+00:00,18.11,0.0,2324.0
2016-01-06 00:00:00+00:00,12.4,0.0,2232.0
2016-01-06 01:00:00+00:00,7.88,0.0,2110.0
2016-01-06 02:00:00+00:00,7.0,0.0,2085.0
2016-01-06 03:00:00+00:00,6.5,0.0,1992.0
2016-01-06 04:00:00+00:00,6.5,0.0,1959.0
2016-01-06 05:00:00+00:00,7.2,0.0,1665.0
2016-01-06 06:00:00+00:00,11.11,0.0,1672.0
2016-01-06 07:00:00+00:00,12.1,0.0,1926.0
2016-01-06 08:00:00+00:00,17.22,28.0,2251.0
2016-01-06 09:00:00+00:00,18.89,99.0,2306.0
2016-01-06 10:00:00+00:00,18.1,140.0,2413.0
2016-01-06 11:00:00+00:00,13.34,125.0,2796.0
2016-01-06 12:00:00+00:00,15.0,112.0,3199.0
2016-01-06 13:00:00+00:00,13.1,78.0,3477.0
2016-01-06 14:00:00+00:00,12.4,63.0,3523.0
2016-01-06 15:00:00+00:00,12.4,46.0,3651.0
2016-01-06 16:00:00+00:00,17.22,14.0,3715.0
2016-01-06 17:00:00+00:00,20.01,0.0,3676.0
2016-01-06 18:00:00+00:00,29.1,0.0,3651.0
2016-01-06 19:00:00+00:00,29.99,0.0,3774.0
2016-01-06 20:00:00+00:00,30.42,0.0,3861.0
2016-01-06 21:00:00+00:00,27.1,0.0,3921.0
2016-01-06 22:00:00+00:00,18.11,0.0,3935.0
2016-01-06 23:00:00+00:00,14.1,0.0,3881.0
2016-01-07 00:00:00+00:00,8.0,0.0,3858.0
2016-01-07 01:00:00+00:00,5.4,0.0,3829.0
2016-01-07 02:00:00+00:00,4.5,0.0,3811.0
2016-01-07 03:00:00+00:00,4.0,0.0,3830.0
2016-01-07 04:00:00+00:00,5.0,0.0,3776.0
2016-01-07 05:00:00+00:00,10.0,0.0,3766.0
2016-01-07 06:00:00+00:00,24.11,0.0,3780.0
2016-01-07 07:00:00+00:00,29.1,0.0,3766.0
2016-01-07 08:00:00+00:00,41.93,5.0,3691.0
2016-01-07 09:00:00+00:00,41.62,31.0,3618.0
2016-01-07 10:00:00+00:00,41.5,67.0,3674.0
2016-01-07 11:00:00+00:00,40.66,76.0,3633.0
2016-01-07 12:00:00+00:00,40.33,94.0,3667.0
2016-01-07 13:00:00+00:00,36.51,80.0,3686.0
2016-01-07 14:00:00+00:00,33.49,58.0,3659.0
2016-01-07 15:00:00+00:00,34.19,34.0,3562.0
2016-01-07 16:00:00+00:00,40.66,12.0,3553.0
2016-01-07 17:00:00+00:00,40.8,0.0,3495.0
2016-01-07 18:00:00+00:00,42.1,0.0,3589.0
2016-01-07 19:00:00+00:00,36.5,0.0,3658.0
2016-01-07 20:00:00+00:00,34.5,0.0,3497.0
2016-01-07 21:00:00+00:00,33.49,0.0,3543.0
2016-01-07 22:00:00+00:00,28.76,0.0,3542.0
2016-01-07 23:00:00+00:00,24.36,0.0,3488.0
2016-01-08 00:00:00+00:00,19.33,0.0,3511.0
2016-01-08 01:00:00+00:00,16.1,0.0,3593.0
2016-01-08 02:00:00+00:00,15.0,0.0,3602.0
2016-01-08 03:00:00+00:00,15.0,0.0,3607.0
2016-01-08 04:00:00+00:00,18.14,0.0,3557.0
2016-01-08 05:00:00+00:00,23.22,0.0,3596.0
2016-01-08 06:00:00+00:00,24.13,0.0,3709.0
2016-01-08 07:00:00+00:00,24.29,0.0,3759.0
2016-01-08 08:00:00+00:00,36.1,6.0,3638.0
2016-01-08 09:00:00+00:00,37.66,20.0,3578.0
2016-01-08 10:00:00+00:00,36.91,29.0,3699.0
2016-01-08 11:00:00+00:00,36.13,36.0,3767.0
2016-01-08 12:00:00+00:00,36.13,39.0,3724.0
2016-01-08 13:00:00+00:00,32.99,39.0,3436.0
2016-01-08 14:00:00+00:00,32.08,24.0,2756.0
2016-01-08 15:00:00+00:00,37.16,15.0,2087.0
2016-01-08 16:00:00+00:00,45.0,5.0,1643.0
2016-01-08 17:00:00+00:00,46.97,0.0,1292.0
2016-01-08 18:00:00+00:00,48.24,0.0,939.0
2016-01-08 19:00:00+00:00,49.21,0.0,813.0
2016-01-08 20:00:00+00:00,48.57,0.0,1092.0
2016-01-08 21:00:00+00:00,40.19,0.0,1519.0
2016-01-08 22:00:00+00:00,36.1,0.0,1641.0
2016-01-08 23:00:00+00:00,31.11,0.0,1669.0
2016-01-09 00:00:00+00:00,29.0,0.0,1799.0
2016-01-09 01:00:00+00:00,24.3,0.0,1693.0
2016-01-09 02:00:00+00:00,23.23,0.0,1748.0
2016-01-09 03:00:00+00:00,21.96,0.0,1699.0
2016-01-09 04:00:00+00:00,22.45,0.0,1792.0
2016-01-09 05:00:00+00:00,23.07,0.0,1961.0
2016-01-09 06:00:00+00:00,24.03,0.0,2168.0
2016-01-09 07:00:00+00:00,29.0,0.0,2477.0
2016-01-09 08:00:00+00:00,27.31,40.0,2779.0
2016-01-09 09:00:00+00:00,28.1,125.0,3224.0
2016-01-09 10:00:00+00:00,28.1,149.0,3455.0
2016-01-09 11:00:00+00:00,28.1,157.0,3709.0
2016-01-09 12:00:00+00:00,24.25,146.0,3899.0
2016-01-09 13:00:00+00:00,23.9,113.0,3917.0
2016-01-09 14:00:00+00:00,21.69,106.0,3918.0
2016-01-09 15:00:00+00:00,21.1,58.0,3821.0
2016-01-09 16:00:00+00:00,21.1,27.0,3903.0
2016-01-09 17:00:00+00:00,24.02,1.0,3867.0
2016-01-09 18:00:00+00:00,27.1,0.0,3913.0
2016-01-09 19:00:00+00:00,26.1,0.0,3915.0
2016-01-09 20:00:00+00:00,24.24,0.0,3949.0
2016-01-09 21:00:00+00:00,23.23,0.0,3869.0
2016-01-09 22:00:00+00:00,21.1,0.0,3785.0
2016-01-09 23:00:00+00:00,10.0,0.0,3947.0
2016-01-10 00:00:00+00:00,5.0,0.0,4042.0
2016-01-10 01:00:00+00:00,4.0,0.0,4024.0
2016-01-10 02:00:00+00:00,2.5,0.0,3953.0
2016-01-10 03:00:00+00:00,2.35,0.0,3850.0
2016-01-10 04:00:00+00:00,2.3,0.0,3737.0
2016-01-10 05:00:00+00:00,2.3,0.0,3729.0
2016-01-10 06:00:00+00:00,2.5,0.0,3787.0
2016-01-10 07:00:00+00:00,4.0,0.0,3906.0
2016-01-10 08:00:00+00:00,5.0,8.0,3919.0
2016-01-10 09:00:00+00:00,8.0,40.0,3943.0
2016-01-10 10:00:00+00:00,11.1,74.0,3923.0
2016-01-10 11:00:00+00:00,10.1,101.0,4097.0
2016-01-10 12:00:00+00:00,12.4,107.0,4093.0
2016-01-10 13:00:00+00:00,12.4,107.0,3926.0
2016-01-10 14:00:00+00:00,8.1,85.0,3916.0
2016-01-10 15:00:00+00:00,8.0,67.0,3795.0
2016-01-10 16:00:00+00:00,10.1,21.0,3563.0
2016-01-10 17:00:00+00:00,20.1,1.0,3314.0
2016-01-10 18:00:00+00:00,30.1,0.0,3545.0
2016-01-10 19:00:00+00:00,30.1,0.0,3709.0
2016-01-10 20:00:00+00:00,26.89,0.0,3797.0
2016-01-10 21:00:00+00:00,26.93,0.0,3998.0
2016-01-10 22:00:00+00:00,18.1,0.0,4013.0
2016-01-10 23:00:00+00:00,5.0,0.0,3967.0
2016-01-11 00:00:00+00:00,2.5,0.0,3922.0
2016-01-11 01:00:00+00:00,2.33,0.0,3911.0
2016-01-11 02:00:00+00:00,2.3,0.0,3880.0
2016-01-11 03:00:00+00:00,2.3,0.0,3736.0
2016-01-11 04:00:00+00:00,2.33,0.0,3719.0
2016-01-11 05:00:00+00:00,4.0,0.0,3686.0
2016-01-11 06:00:00+00:00,20.0,0.0,3590.0
2016-01-11 07:00:00+00:00,24.05,0.0,3475.0
2016-01-11 08:00:00+00:00,30.1,6.0,3256.0
2016-01-11 09:00:00+00:00,38.5,40.0,3016.0
2016-01-11 10:00:00+00:00,35.01,129.0,2920.0
2016-01-11 11:00:00+00:00,32.1,187.0,3060.0
2016-01-11 12:00:00+00:00,34.1,209.0,3058.0
2016-01-11 13:00:00+00:00,31.0,220.0,3078.0
2016-01-11 14:00:00+00:00,31.0,191.0,3158.0
2016-01-11 15:00:00+00:00,32.0,136.0,3110.0
2016-01-11 16:00:00+00:00,37.21,60.0,3084.0
2016-01-11 17:00:00+00:00,42.88,3.0,2891.0
2016-01-11 18:00:00+00:00,40.0,0.0,2789.0
2016-01-11 19:00:00+00:00,40.59,0.0,2536.0
2016-01-11 20:00:00+00:00,40.1,0.0,2273.0
2016-01-11 21:00:00+00:00,34.1,0.0,2052.0
2016-01-11 22:00:00+00:00,28.1,0.0,1763.0
2016-01-11 23:00:00+00:00,21.51,0.0,1383.0
2016-01-12 00:00:00+00:00,15.0,0.0,1199.0
2016-01-12 01:00:00+00:00,8.5,0.0,1109.0
2016-01-12 02:00:00+00:00,8.5,0.0,1150.0
2016-01-12 03:00:00+00:00,9.8,0.0,1214.0
2016-01-12 04:00:00+00:00,16.0,0.0,1236.0
2016-01-12 05:00:00+00:00,24.38,0.0,1265.0
2016-01-12 06:00:00+00:00,35.92,0.0,1264.0
2016-01-12 07:00:00+00:00,40.5,0.0,1195.0
2016-01-12 08:00:00+00:00,42.0,45.0,985.0
2016-01-12 09:00:00+00:00,41.75,160.0,738.0
2016-01-12 10:00:00+00:00,40.0,229.0,724.0
2016-01-12 11:00:00+00:00,35.7,250.0,763.0
2016-01-12 12:00:00+00:00,35.64,237.0,773.0
2016-01-12 13:00:00+00:00,32.4,214.0,665.0
2016-01-12 14:00:00+00:00,33.0,171.0,512.0
2016-01-12 15:00:00+00:00,36.08,136.0,332.0
2016-01-12 16:00:00+00:00,41.94,72.0,212.0
2016-01-12 17:00:00+00:00,54.99,3.0,155.0
2016-01-12 18:00:00+00:00,63.29,0.0,120.0
2016-01-12 19:00:00+00:00,65.13,0.0,59.0
2016-01-12 20:00:00+00:00,63.29,0.0,33.0
2016-01-12 21:00:00+00:00,53.8,0.0,35.0
2016-01-12 22:00:00+00:00,42.0,0.0,69.0
2016-01-12 23:00:00+00:00,40.04,0.0,196.0
2016-01-13 00:00:00+00:00,30.69,0.0,328.0
2016-01-13 01:00:00+00:00,25.13,0.0,414.0
2016-01-13 02:00:00+00:00,24.34,0.0,506.0
2016-01-13 03:00:00+00:00,24.28,0.0,702.0
2016-01-13 04:00:00+00:00,24.33,0.0,971.0
2016-01-13 05:00:00+00:00,30.69,0.0,1334.0
2016-01-13 06:00:00+00:00,46.0,0.0,1501.0
2016-01-13 07:00:00+00:00,51.48,0.0,1656.0
2016-01-13 08:00:00+00:00,51.08,38.0,1705.0
2016-01-13 09:00:00+00:00,54.99,127.0,1723.0
2016-01-13 10:00:00+00:00,50.0,214.0,1748.0
2016-01-13 11:00:00+00:00,46.0,254.0,1697.0
2016-01-13 12:00:00+00:00,45.66,262.0,1682.0
2016-01-13 13:00:00+00:00,40.38,273.0,1644.0
2016-01-13 14:00:00+00:00,40.04,257.0,1493.0
2016-01-13 15:00:00+00:00,40.04,206.0,1430.0
2016-01-13 16:00:00+00:00,43.0,91.0,1514.0
2016-01-13 17:00:00+00:00,50.07,5.0,1798.0
2016-01-13 18:00:00+00:00,49.98,0.0,2039.0
2016-01-13 19:00:00+00:00,44.5,0.0,2414.0
2016-01-13 20:00:00+00:00,42.0,0.0,2643.0
2016-01-13 21:00:00+00:00,38.09,0.0,2714.0
2016-01-13 22:00:00+00:00,36.0,0.0,2754.0
2016-01-13 23:00:00+00:00,26.4,0.0,2689.0
2016-01-14 00:00:00+00:00,17.0,0.0,2775.0
2016-01-14 01:00:00+00:00,10.0,0.0,2898.0
2016-01-14 02:00:00+00:00,8.5,0.0,2977.0
2016-01-14 03:00:00+00:00,8.0,0.0,3011.0
2016-01-14 04:00:00+00:00,11.0,0.0,2980.0
2016-01-14 05:00:00+00:00,23.17,0.0,2891.0
2016-01-14 06:00:00+00:00,36.1,0.0,2833.0
2016-01-14 07:00:00+00:00,36.1,0.0,2537.0
2016-01-14 08:00:00+00:00,42.1,6.0,2149.0
2016-01-14 09:00:00+00:00,47.51,22.0,1978.0
2016-01-14 10:00:00+00:00,46.1,53.0,1493.0
2016-01-14 11:00:00+00:00,48.37,75.0,1121.0
2016-01-14 12:00:00+00:00,50.0,66.0,856.0
2016-01-14 13:00:00+00:00,45.7,44.0,748.0
2016-01-14 14:00:00+00:00,42.99,45.0,683.0
2016-01-14 15:00:00+00:00,42.34,35.0,669.0
2016-01-14 16:00:00+00:00,47.52,22.0,761.0
2016-01-14 17:00:00+00:00,54.1,1.0,899.0
2016-01-14 18:00:00+00:00,53.9,0.0,897.0
2016-01-14 19:00:00+00:00,47.28,0.0,905.0
2016-01-14 20:00:00+00:00,46.02,0.0,954.0
2016-01-14 21:00:00+00:00,40.16,0.0,1020.0
2016-01-14 22:00:00+00:00,35.64,0.0,984.0
2016-01-14 23:00:00+00:00,35.64,0.0,983.0
2016-01-15 00:00:00+00:00,28.0,0.0,1041.0
2016-01-15 01:00:00+00:00,24.36,0.0,1174.0
2016-01-15 02:00:00+00:00,23.5,0.0,1498.0
2016-01-15 03:00:00+00:00,22.94,0.0,1776.0
2016-01-15 04:00:00+00:00,27.0,0.0,2018.0
2016-01-15 05:00:00+00:00,28.69,0.0,2107.0
2016-01-15 06:00:00+00:00,40.1,0.0,2241.0
2016-01-15 07:00:00+00:00,41.69,0.0,2407.0
2016-01-15 08:00:00+00:00,43.69,39.0,2399.0
2016-01-15 09:00:00+00:00,48.0,132.0,2400.0
2016-01-15 10:00:00+00:00,46.95,198.0,2232.0
2016-01-15 11:00:00+00:00,44.0,245.0,1731.0
2016-01-15 12:00:00+00:00,42.05,288.0,1486.0
2016-01-15 13:00:00+00:00,39.99,289.0,1375.0
2016-01-15 14:00:00+00:00,37.65,278.0,1327.0
2016-01-15 15:00:00+00:00,38.0,222.0,1196.0
2016-01-15 16:00:00+00:00,43.0,106.0,836.0
2016-01-15 17:00:00+00:00,48.04,7.0,698.0
2016-01-15 18:00:00+00:00,49.98,0.0,995.0
2016-01-15 19:00:00+00:00,46.0,0.0,1330.0
2016-01-15 20:00:00+00:00,42.7,0.0,1753.0
2016-01-15 21:00:00+00:00,42.1,0.0,2000.0
2016-01-15 22:00:00+00:00,40.2,0.0,2248.0
2016-01-15 23:00:00+00:00,32.1,0.0,2437.0
2016-01-16 00:00:00+00:00,29.31,0.0,2541.0
2016-01-16 01:00:00+00:00,24.02,0.0,2452.0
2016-01-16 02:00:00+00:00,23.2,0.0,2285.0
2016-01-16 03:00:00+00:00,19.0,0.0,2363.0
2016-01-16 04:00:00+00:00,19.0,0.0,2262.0
2016-01-16 05:00:00+00:00,20.0,0.0,2542.0
2016-01-16 06:00:00+00:00,25.0,0.0,2746.0
2016-01-16 07:00:00+00:00,30.1,1.0,2871.0
2016-01-16 08:00:00+00:00,36.1,56.0,3017.0
2016-01-16 09:00:00+00:00,37.1,193.0,2912.0
2016-01-16 10:00:00+00:00,39.0,276.0,2585.0
2016-01-16 11:00:00+00:00,37.06,306.0,2325.0
2016-01-16 12:00:00+00:00,36.06,317.0,1847.0
2016-01-16 13:00:00+00:00,33.32,313.0,1365.0
2016-01-16 14:00:00+00:00,32.1,279.0,1040.0
2016-01-16 15:00:00+00:00,34.1,225.0,839.0
2016-01-16 16:00:00+00:00,39.77,114.0,827.0
2016-01-16 17:00:00+00:00,49.5,6.0,998.0
2016-01-16 18:00:00+00:00,52.56,0.0,1225.0
2016-01-16 19:00:00+00:00,50.54,0.0,1244.0
2016-01-16 20:00:00+00:00,49.98,0.0,1236.0
2016-01-16 21:00:00+00:00,45.1,0.0,1357.0
2016-01-16 22:00:00+00:00,36.1,0.0,1382.0
2016-01-16 23:00:00+00:00,37.86,0.0,1560.0
2016-01-17 00:00:00+00:00,34.6,0.0,1545.0
2016-01-17 01:00:00+00:00,32.12,0.0,1514.0
2016-01-17 02:00:00+00:00,29.01,0.0,1640.0
2016-01-17 03:00:00+00:00,24.37,0.0,1652.0
2016-01-17 04:00:00+00:00,24.36,0.0,1568.0
2016-01-17 05:00:00+00:00,27.64,0.0,1467.0
2016-01-17 06:00:00+00:00,29.99,0.0,1381.0
2016-01-17 07:00:00+00:00,32.4,0.0,1364.0
2016-01-17 08:00:00+00:00,34.56,13.0,1286.0
2016-01-17 09:00:00+00:00,37.06,59.0,1149.0
2016-01-17 10:00:00+00:00,38.1,87.0,1115.0
2016-01-17 11:00:00+00:00,38.56,150.0,944.0
2016-01-17 12:00:00+00:00,38.56,174.0,917.0
2016-01-17 13:00:00+00:00,38.56,175.0,933.0
2016-01-17 14:00:00+00:00,36.27,120.0,936.0
2016-01-17 15:00:00+00:00,34.56,52.0,964.0
2016-01-17 16:00:00+00:00,39.49,17.0,960.0
2016-01-17 17:00:00+00:00,45.69,1.0,1030.0
2016-01-17 18:00:00+00:00,51.81,0.0,1247.0
2016-01-17 19:00:00+00:00,51.19,0.0,1475.0
2016-01-17 20:00:00+00:00,50.51,0.0,1672.0
2016-01-17 21:00:00+00:00,46.01,0.0,1935.0
2016-01-17 22:00:00+00:00,38.79,0.0,2032.0
2016-01-17 23:00:00+00:00,38.14,0.0,2028.0
2016-01-18 00:00:00+00:00,35.66,0.0,2175.0
2016-01-18 01:00:00+00:00,31.1,0.0,2332.0
2016-01-18 02:00:00+00:00,25.0,0.0,2419.0
2016-01-18 03:00:00+00:00,23.51,0.0,2533.0
2016-01-18 04:00:00+00:00,23.97,0.0,2551.0
2016-01-18 05:00:00+00:00,29.1,0.0,2756.0
2016-01-18 06:00:00+00:00,40.0,0.0,2912.0
2016-01-18 07:00:00+00:00,49.98,0.0,2896.0
2016-01-18 08:00:00+00:00,50.54,27.0,2884.0
2016-01-18 09:00:00+00:00,50.5,118.0,2675.0
2016-01-18 10:00:00+00:00,49.18,175.0,2707.0
2016-01-18 11:00:00+00:00,44.42,206.0,2902.0
2016-01-18 12:00:00+00:00,44.42,202.0,2916.0
2016-01-18 13:00:00+00:00,40.5,192.0,2782.0
2016-01-18 14:00:00+00:00,40.0,204.0,2554.0
2016-01-18 15:00:00+00:00,40.5,177.0,2043.0
2016-01-18 16:00:00+00:00,45.01,90.0,1858.0
2016-01-18 17:00:00+00:00,54.18,6.0,1815.0
2016-01-18 18:00:00+00:00,58.0,0.0,1782.0
2016-01-18 19:00:00+00:00,55.14,0.0,1496.0
2016-01-18 20:00:00+00:00,51.8,0.0,1140.0
2016-01-18 21:00:00+00:00,49.98,0.0,882.0
2016-01-18 22:00:00+00:00,46.75,0.0,586.0
2016-01-18 23:00:00+00:00,39.8,0.0,430.0
2016-01-19 00:00:00+00:00,36.79,0.0,442.0
2016-01-19 01:00:00+00:00,35.87,0.0,512.0
2016-01-19 02:00:00+00:00,32.0,0.0,457.0
2016-01-19 03:00:00+00:00,31.83,0.0,421.0
2016-01-19 04:00:00+00:00,38.88,0.0,395.0
2016-01-19 05:00:00+00:00,43.47,0.0,276.0
2016-01-19 06:00:00+00:00,54.1,0.0,200.0
2016-01-19 07:00:00+00:00,61.57,0.0,152.0
2016-01-19 08:00:00+00:00,62.99,14.0,135.0
2016-01-19 09:00:00+00:00,64.54,48.0,150.0
2016-01-19 10:00:00+00:00,62.01,91.0,164.0
2016-01-19 11:00:00+00:00,58.98,136.0,192.0
2016-01-19 12:00:00+00:00,58.53,165.0,223.0
2016-01-19 13:00:00+00:00,55.81,158.0,273.0
2016-01-19 14:00:00+00:00,55.5,152.0,398.0
2016-01-19 15:00:00+00:00,56.21,122.0,583.0
2016-01-19 16:00:00+00:00,58.1,36.0,894.0
2016-01-19 17:00:00+00:00,54.6,2.0,1201.0
2016-01-19 18:00:00+00:00,53.85,0.0,1397.0
2016-01-19 19:00:00+00:00,52.67,0.0,1782.0
2016-01-19 20:00:00+00:00,51.1,0.0,2138.0
2016-01-19 21:00:00+00:00,49.48,0.0,2467.0
2016-01-19 22:00:00+00:00,45.0,0.0,2454.0
2016-01-19 23:00:00+00:00,42.21,0.0,2379.0
2016-01-20 00:00:00+00:00,39.68,0.0,2115.0
2016-01-20 01:00:00+00:00,36.64,0.0,1828.0
2016-01-20 02:00:00+00:00,34.47,0.0,1545.0
2016-01-20 03:00:00+00:00,33.49,0.0,1223.0
2016-01-20 04:00:00+00:00,37.27,0.0,976.0
2016-01-20 05:00:00+00:00,42.04,0.0,826.0
2016-01-20 06:00:00+00:00,55.08,0.0,669.0
2016-01-20 07:00:00+00:00,61.08,0.0,574.0
2016-01-20 08:00:00+00:00,62.5,14.0,504.0
2016-01-20 09:00:00+00:00,64.64,83.0,373.0
2016-01-20 10:00:00+00:00,61.58,169.0,287.0
2016-01-20 11:00:00+00:00,58.6,203.0,240.0
2016-01-20 12:00:00+00:00,57.8,203.0,295.0
